Data;Hour;Rain;Temp
24/01/2021;2100 UTC;0;22,4
24/01/2021;2200 UTC;0;21,6
24/01/2021;2300 UTC;0;20,6
25/01/2021;0000 UTC;0;20,1
25/01/2021;0100 UTC;0;19,6
25/01/2021;0200 UTC;0;18,9
25/01/2021;0300 UTC;0;18,5
25/01/2021;0400 UTC;0;18,7
25/01/2021;0500 UTC;0;18,2
25/01/2021;0600 UTC;0;17,8
25/01/2021;0700 UTC;0;17,4
25/01/2021;0800 UTC;0;17
25/01/2021;0900 UTC;0;17
25/01/2021;1000 UTC;0;18
25/01/2021;1100 UTC;0;19,5
25/01/2021;1200 UTC;0;23,1
25/01/2021;1300 UTC;0;25,1
25/01/2021;1400 UTC;0;26,1
25/01/2021;1500 UTC;0;26,3
25/01/2021;1600 UTC;0;27,3
25/01/2021;1700 UTC;0;27,6
25/01/2021;1800 UTC;0;28,6
25/01/2021;1900 UTC;0;26,1
25/01/2021;2000 UTC;0;26,1
25/01/2021;2100 UTC;0;23,5
25/01/2021;2200 UTC;0;21,8
25/01/2021;2300 UTC;0;20,6
26/01/2021;0000 UTC;0;20,3
26/01/2021;0100 UTC;0;19,7
26/01/2021;0200 UTC;0;19,3
26/01/2021;0300 UTC;0;18,9
26/01/2021;0400 UTC;0;18,3
26/01/2021;0500 UTC;0;17,7
26/01/2021;0600 UTC;0;17,6
26/01/2021;0700 UTC;0;17,4
26/01/2021;0800 UTC;0;17,5
26/01/2021;0900 UTC;0;17,7
26/01/2021;1000 UTC;0;19,5
26/01/2021;1100 UTC;0;22
26/01/2021;1200 UTC;0;23,5
26/01/2021;1300 UTC;0;26,3
26/01/2021;1400 UTC;0;27,1
26/01/2021;1500 UTC;0;27,1
26/01/2021;1600 UTC;0;27,8
26/01/2021;1700 UTC;0;27,9
26/01/2021;1800 UTC;0;26,9
26/01/2021;1900 UTC;0;26,5
26/01/2021;2000 UTC;0;24
26/01/2021;2100 UTC;0;22,9
26/01/2021;2200 UTC;0;21,6
26/01/2021;2300 UTC;0;20,9
27/01/2021;0000 UTC;0;20,4
27/01/2021;0100 UTC;0;20,2
27/01/2021;0200 UTC;0;20,2
27/01/2021;0300 UTC;0;19,8
27/01/2021;0400 UTC;0;19,5
27/01/2021;0500 UTC;0;19,6
27/01/2021;0600 UTC;0;18,9
27/01/2021;0700 UTC;0;17,7
27/01/2021;0800 UTC;0;17
27/01/2021;0900 UTC;0;17,3
27/01/2021;1000 UTC;0;19,1
27/01/2021;1100 UTC;0;19,8
27/01/2021;1200 UTC;0;20,8
27/01/2021;1300 UTC;0;23,5
27/01/2021;1400 UTC;0;26,1
27/01/2021;1500 UTC;0;26,9
27/01/2021;1600 UTC;0;25,5
27/01/2021;1700 UTC;0;28,1
27/01/2021;1800 UTC;0;28,4
27/01/2021;1900 UTC;0;26,7
27/01/2021;2000 UTC;0;25,7
27/01/2021;2100 UTC;0;23,4
27/01/2021;2200 UTC;0;22,2
27/01/2021;2300 UTC;0;21,2
28/01/2021;0000 UTC;0;20,3
28/01/2021;0100 UTC;0;19,3
28/01/2021;0200 UTC;0;18,5
28/01/2021;0300 UTC;0;18,1
28/01/2021;0400 UTC;0;17,5
28/01/2021;0500 UTC;0;18,1
28/01/2021;0600 UTC;0;18
28/01/2021;0700 UTC;0;18,4
28/01/2021;0800 UTC;0;16,7
28/01/2021;0900 UTC;0;18,4
28/01/2021;1000 UTC;0;20,8
28/01/2021;1100 UTC;0;22,7
28/01/2021;1200 UTC;0;24,6
28/01/2021;1300 UTC;0;25,8
28/01/2021;1400 UTC;0;28,7
28/01/2021;1500 UTC;0;27,5
28/01/2021;1600 UTC;0;27,8
28/01/2021;1700 UTC;0;28,8
28/01/2021;1800 UTC;0;30
28/01/2021;1900 UTC;0;28,3
28/01/2021;2000 UTC;0;26,7
28/01/2021;2100 UTC;0;24,4
28/01/2021;2200 UTC;0;23
28/01/2021;2300 UTC;0;22,1
29/01/2021;0000 UTC;0;20,7
29/01/2021;0100 UTC;0;19,9
29/01/2021;0200 UTC;0;19,6
29/01/2021;0300 UTC;0;19,6
29/01/2021;0400 UTC;0;19,5
29/01/2021;0500 UTC;0;19,3
29/01/2021;0600 UTC;0;19,1
29/01/2021;0700 UTC;0;18,8
29/01/2021;0800 UTC;0;17,8
29/01/2021;0900 UTC;0;17,4
29/01/2021;1000 UTC;0;19,5
29/01/2021;1100 UTC;0;21,2
29/01/2021;1200 UTC;0;24
29/01/2021;1300 UTC;0;25,6
29/01/2021;1400 UTC;0;26,1
29/01/2021;1500 UTC;0;26,9
29/01/2021;1600 UTC;0;28,3
29/01/2021;1700 UTC;0;28,1
29/01/2021;1800 UTC;0;29,3
29/01/2021;1900 UTC;0;28,7
29/01/2021;2000 UTC;0;27,1
29/01/2021;2100 UTC;0;24,1
29/01/2021;2200 UTC;0;22,6
29/01/2021;2300 UTC;0;22
30/01/2021;0000 UTC;0;21,3
30/01/2021;0100 UTC;0;20,2
30/01/2021;0200 UTC;0;20,3
30/01/2021;0300 UTC;0;19,6
30/01/2021;0400 UTC;0;19,7
30/01/2021;0500 UTC;0;19,6
30/01/2021;0600 UTC;0;19,4
30/01/2021;0700 UTC;0;18,9
30/01/2021;0800 UTC;0;18,4
30/01/2021;0900 UTC;0;18,2
30/01/2021;1000 UTC;0;19,9
30/01/2021;1100 UTC;0;22
30/01/2021;1200 UTC;0;24,4
30/01/2021;1300 UTC;0;25,8
30/01/2021;1400 UTC;0;27,7
30/01/2021;1500 UTC;0;26,9
30/01/2021;1600 UTC;0;29,9
30/01/2021;1700 UTC;0;30,2
30/01/2021;1800 UTC;0;30
30/01/2021;1900 UTC;0;29,4
30/01/2021;2000 UTC;0;27,4
30/01/2021;2100 UTC;0;25
30/01/2021;2200 UTC;0;23,3
