Data;Hour;Rain;Temp
03/01/2019;1100 UTC;0;21,7
03/01/2019;1200 UTC;0;23,1
03/01/2019;1300 UTC;0,2;24,2
03/01/2019;1400 UTC;0;26,1
03/01/2019;1500 UTC;0;25,6
03/01/2019;1600 UTC;0;27,3
03/01/2019;1700 UTC;0;25,9
03/01/2019;1800 UTC;0;27,9
03/01/2019;1900 UTC;0;25,3
03/01/2019;2000 UTC;0;24,4
03/01/2019;2100 UTC;0;23,4
03/01/2019;2200 UTC;0;23,3
03/01/2019;2300 UTC;0;23
04/01/2019;0000 UTC;0;23,5
04/01/2019;0100 UTC;0;23,9
04/01/2019;0200 UTC;0;23,7
04/01/2019;0300 UTC;0;22,5
04/01/2019;0400 UTC;0;20,9
04/01/2019;0500 UTC;0;20,5
04/01/2019;0600 UTC;0;20,2
04/01/2019;0700 UTC;0,2;19,4
04/01/2019;0800 UTC;2,2;18,9
04/01/2019;0900 UTC;7;18,5
04/01/2019;1000 UTC;2;17,1
04/01/2019;1100 UTC;5,2;17,1
04/01/2019;1200 UTC;1,6;19,3
04/01/2019;1300 UTC;0;18,3
04/01/2019;1400 UTC;0,2;19,3
04/01/2019;1500 UTC;0;20,8
04/01/2019;1600 UTC;0;21,6
04/01/2019;1700 UTC;0;21,4
04/01/2019;1800 UTC;0;22,1
04/01/2019;1900 UTC;0;22
04/01/2019;2000 UTC;0;21,4
04/01/2019;2100 UTC;0;20,6
04/01/2019;2200 UTC;0;20,1
04/01/2019;2300 UTC;0;20,1
05/01/2019;0000 UTC;0;20,3
05/01/2019;0100 UTC;0;19,5
05/01/2019;0200 UTC;0;20,2
05/01/2019;0300 UTC;0;19,6
05/01/2019;0400 UTC;0;19,4
05/01/2019;0500 UTC;0;19,1
05/01/2019;0600 UTC;0;19,2
05/01/2019;0700 UTC;0;19,3
05/01/2019;0800 UTC;0;18,9
05/01/2019;0900 UTC;0;19,8
05/01/2019;1000 UTC;0;20,7
05/01/2019;1100 UTC;0;21,4
05/01/2019;1200 UTC;0;22,6
05/01/2019;1300 UTC;0;24
05/01/2019;1400 UTC;0;23,8
05/01/2019;1500 UTC;0;23,7
05/01/2019;1600 UTC;0;25,4
05/01/2019;1700 UTC;0;27,3
05/01/2019;1800 UTC;0;26,4
05/01/2019;1900 UTC;0;26,1
05/01/2019;2000 UTC;0;24,9
05/01/2019;2100 UTC;0;23,8
05/01/2019;2200 UTC;0;23,2
05/01/2019;2300 UTC;0;22,8
06/01/2019;0000 UTC;0;22,7
06/01/2019;0100 UTC;0;22
06/01/2019;0200 UTC;0;22
06/01/2019;0300 UTC;0;20,3
06/01/2019;0400 UTC;0;20,4
06/01/2019;0500 UTC;0;19,6
06/01/2019;0600 UTC;0;19,3
06/01/2019;0700 UTC;0;19,7
06/01/2019;0800 UTC;0;19,2
06/01/2019;0900 UTC;0;20
06/01/2019;1000 UTC;0;21,9
06/01/2019;1100 UTC;0;23,2
06/01/2019;1200 UTC;0;24,5
06/01/2019;1300 UTC;0;26,5
06/01/2019;1400 UTC;0;26,7
06/01/2019;1500 UTC;0;27,4
06/01/2019;1600 UTC;0;28,3
06/01/2019;1700 UTC;0;29,5
06/01/2019;1800 UTC;0;29,2
06/01/2019;1900 UTC;0;26,3
06/01/2019;2000 UTC;0;27,2
06/01/2019;2100 UTC;0;24,7
06/01/2019;2200 UTC;0;23,7
06/01/2019;2300 UTC;0;23,4
07/01/2019;0000 UTC;0;21,7
07/01/2019;0100 UTC;0;20,9
07/01/2019;0200 UTC;0;20,4
07/01/2019;0300 UTC;0;19,9
07/01/2019;0400 UTC;0;19,6
07/01/2019;0500 UTC;0;19,2
07/01/2019;0600 UTC;0;19,1
07/01/2019;0700 UTC;0;19
07/01/2019;0800 UTC;0;19
07/01/2019;0900 UTC;0;19,2
07/01/2019;1000 UTC;0;20,9
07/01/2019;1100 UTC;0;23,1
07/01/2019;1200 UTC;0;25,7
07/01/2019;1300 UTC;0;25,6
07/01/2019;1400 UTC;0;28,2
07/01/2019;1500 UTC;0;28,5
07/01/2019;1600 UTC;0;29
07/01/2019;1700 UTC;0;29,5
07/01/2019;1800 UTC;0;29,6
07/01/2019;1900 UTC;0;28,1
07/01/2019;2000 UTC;0;26,3
07/01/2019;2100 UTC;0;24,6
07/01/2019;2200 UTC;0;23,9
07/01/2019;2300 UTC;0;22,6
08/01/2019;0000 UTC;0;21,8
08/01/2019;0100 UTC;0;21,1
08/01/2019;0200 UTC;0;20,5
08/01/2019;0300 UTC;0;19,7
08/01/2019;0400 UTC;0;19,3
08/01/2019;0500 UTC;0;18,6
08/01/2019;0600 UTC;0;18,4
08/01/2019;0700 UTC;0;18,7
08/01/2019;0800 UTC;0;18,6
08/01/2019;0900 UTC;0;19,5
08/01/2019;1000 UTC;0;21,1
08/01/2019;1100 UTC;0;23,1
08/01/2019;1200 UTC;0;26,5
08/01/2019;1300 UTC;0;27,6
08/01/2019;1400 UTC;0;24,9
08/01/2019;1500 UTC;0;26,9
08/01/2019;1600 UTC;0;25,7
08/01/2019;1700 UTC;0;25,9
08/01/2019;1800 UTC;0;26,3
08/01/2019;1900 UTC;0;25,7
08/01/2019;2000 UTC;0;24,1
08/01/2019;2100 UTC;0;22,8
08/01/2019;2200 UTC;0;22,1
08/01/2019;2300 UTC;0;21,3
09/01/2019;0000 UTC;0;20,7
09/01/2019;0100 UTC;0;20,2
09/01/2019;0200 UTC;0;19,1
09/01/2019;0300 UTC;0;19,4
09/01/2019;0400 UTC;0;18,7
09/01/2019;0500 UTC;0;18,5
09/01/2019;0600 UTC;0;18
09/01/2019;0700 UTC;0;17,7
09/01/2019;0800 UTC;0;17,7
09/01/2019;0900 UTC;0;18,6
09/01/2019;1000 UTC;0;19,4
09/01/2019;1100 UTC;0;19,2
09/01/2019;1200 UTC;0;20,8
09/01/2019;1300 UTC;0;20,9
09/01/2019;1400 UTC;0;24,8
09/01/2019;1500 UTC;0;25,7
09/01/2019;1600 UTC;0;24,2
09/01/2019;1700 UTC;0;27,8
09/01/2019;1800 UTC;0;26,9
09/01/2019;1900 UTC;0;25,8
09/01/2019;2000 UTC;0;24,8
09/01/2019;2100 UTC;0;22,7
09/01/2019;2200 UTC;0;21,5
09/01/2019;2300 UTC;0;20,5
10/01/2019;0000 UTC;0;20,2
10/01/2019;0100 UTC;0;20
10/01/2019;0200 UTC;0;19,7
10/01/2019;0300 UTC;0;19,4
10/01/2019;0400 UTC;0;18,5
10/01/2019;0500 UTC;0;17,9
10/01/2019;0600 UTC;0;17,4
10/01/2019;0700 UTC;0;17,1
10/01/2019;0800 UTC;0;17
10/01/2019;0900 UTC;0;17,5
10/01/2019;1000 UTC;0;19,2
10/01/2019;1100 UTC;0;20,4
10/01/2019;1200 UTC;0;22,2
10/01/2019;1300 UTC;0;24,7
10/01/2019;1400 UTC;0;24,6
10/01/2019;1500 UTC;0;25,6
10/01/2019;1600 UTC;0;26,5
10/01/2019;1700 UTC;0;27,1
10/01/2019;1800 UTC;0;26,6
10/01/2019;1900 UTC;0;28
10/01/2019;2000 UTC;0;24,3
10/01/2019;2100 UTC;0;22,8
10/01/2019;2200 UTC;0;21,6
10/01/2019;2300 UTC;0;20,8
11/01/2019;0000 UTC;0;20,5
11/01/2019;0100 UTC;0;19,9
11/01/2019;0200 UTC;0;19,5
11/01/2019;0300 UTC;0;19
11/01/2019;0400 UTC;0;18,7
11/01/2019;0500 UTC;0;18,6
11/01/2019;0600 UTC;0;18,3
11/01/2019;0700 UTC;0;18,1
11/01/2019;0800 UTC;0;17,9
11/01/2019;0900 UTC;0;18,3
11/01/2019;1000 UTC;0;19,1
11/01/2019;1100 UTC;0;20,5
11/01/2019;1200 UTC;0;23,5
11/01/2019;1300 UTC;0;24,5
11/01/2019;1400 UTC;0;27,2
11/01/2019;1500 UTC;0;26,9
11/01/2019;1600 UTC;0;27,3
11/01/2019;1700 UTC;0;28,6
11/01/2019;1800 UTC;0;26,8
11/01/2019;1900 UTC;0;25,2
11/01/2019;2000 UTC;0;24,5
11/01/2019;2100 UTC;0;23,3
11/01/2019;2200 UTC;0;22,3
11/01/2019;2300 UTC;0;21,9
12/01/2019;0000 UTC;0;21,7
12/01/2019;0100 UTC;0;20,7
12/01/2019;0200 UTC;0;20,3
12/01/2019;0300 UTC;0;20
12/01/2019;0400 UTC;0;19,4
12/01/2019;0500 UTC;0;18,8
12/01/2019;0600 UTC;0;18,4
12/01/2019;0700 UTC;0;18,6
12/01/2019;0800 UTC;0;17,7
12/01/2019;0900 UTC;0;17,5
12/01/2019;1000 UTC;0;21,2
12/01/2019;1100 UTC;0;23,1
12/01/2019;1200 UTC;0;25,7
12/01/2019;1300 UTC;0;26,7
12/01/2019;1400 UTC;0;26,7
12/01/2019;1500 UTC;0;28,6
12/01/2019;1600 UTC;0;28,3
12/01/2019;1700 UTC;0;30
12/01/2019;1800 UTC;0;27,5
12/01/2019;1900 UTC;0;24,9
12/01/2019;2000 UTC;0;26,7
12/01/2019;2100 UTC;0;24,9
12/01/2019;2200 UTC;0;23,5
12/01/2019;2300 UTC;0;22,4
13/01/2019;0000 UTC;0;21,9
13/01/2019;0100 UTC;0;20,6
13/01/2019;0200 UTC;0;20,7
13/01/2019;0300 UTC;0;20,4
13/01/2019;0400 UTC;0;20,1
13/01/2019;0500 UTC;0;19,2
13/01/2019;0600 UTC;0;18,6
13/01/2019;0700 UTC;0;18,2
13/01/2019;0800 UTC;0;17,9
13/01/2019;0900 UTC;0;18,6
13/01/2019;1000 UTC;0;18,3
13/01/2019;1100 UTC;0;22,2
13/01/2019;1200 UTC;0;23,5
13/01/2019;1300 UTC;0;24,2
13/01/2019;1400 UTC;0;24,4
13/01/2019;1500 UTC;0;27,2
13/01/2019;1600 UTC;0;28
13/01/2019;1700 UTC;0;27,8
13/01/2019;1800 UTC;0;28,3
13/01/2019;1900 UTC;0;27,4
13/01/2019;2000 UTC;0;25,9
13/01/2019;2100 UTC;0;23,7
13/01/2019;2200 UTC;0;22,3
13/01/2019;2300 UTC;0;21,5
14/01/2019;0000 UTC;0;20,8
14/01/2019;0100 UTC;0;20,8
14/01/2019;0200 UTC;0;20,3
14/01/2019;0300 UTC;0;19,7
14/01/2019;0400 UTC;0;19,4
14/01/2019;0500 UTC;0;19
14/01/2019;0600 UTC;0;18,5
14/01/2019;0700 UTC;0;18
14/01/2019;0800 UTC;0;17,6
14/01/2019;0900 UTC;0;17,1
14/01/2019;1000 UTC;0;19,9
14/01/2019;1100 UTC;0;21,3
14/01/2019;1200 UTC;0;24
14/01/2019;1300 UTC;0;26,5
14/01/2019;1400 UTC;0;26,4
14/01/2019;1500 UTC;0;29
14/01/2019;1600 UTC;0;27,8
14/01/2019;1700 UTC;0;27,9
14/01/2019;1800 UTC;0;29,2
14/01/2019;1900 UTC;0;28,2
14/01/2019;2000 UTC;0;26,2
14/01/2019;2100 UTC;0;24
14/01/2019;2200 UTC;0;23,2
14/01/2019;2300 UTC;0;22,6
15/01/2019;0000 UTC;0;21,5
15/01/2019;0100 UTC;0;21
15/01/2019;0200 UTC;0;20,5
15/01/2019;0300 UTC;0;20
15/01/2019;0400 UTC;0;19,9
15/01/2019;0500 UTC;0;19,6
15/01/2019;0600 UTC;0;19
15/01/2019;0700 UTC;0;18,8
15/01/2019;0800 UTC;0;18,4
15/01/2019;0900 UTC;0;19,2
15/01/2019;1000 UTC;0;20,8
15/01/2019;1100 UTC;0;23,5
15/01/2019;1200 UTC;0;25,9
15/01/2019;1300 UTC;0;26,4
15/01/2019;1400 UTC;0;25,2
15/01/2019;1500 UTC;0;27
15/01/2019;1600 UTC;0;28,7
15/01/2019;1700 UTC;0;29,7
15/01/2019;1800 UTC;0;30
15/01/2019;1900 UTC;0;30,4
15/01/2019;2000 UTC;0;27,1
15/01/2019;2100 UTC;0;26
15/01/2019;2200 UTC;0;24,1
15/01/2019;2300 UTC;0;22,8
16/01/2019;0000 UTC;0;22,7
16/01/2019;0100 UTC;0;22,2
16/01/2019;0200 UTC;0;21,9
16/01/2019;0300 UTC;0;21
16/01/2019;0400 UTC;0;20,5
16/01/2019;0500 UTC;0;20,3
16/01/2019;0600 UTC;0;19,9
16/01/2019;0700 UTC;0;19,7
16/01/2019;0800 UTC;0;19,9
16/01/2019;0900 UTC;0;20,8
16/01/2019;1000 UTC;0;23
16/01/2019;1100 UTC;0;25,3
16/01/2019;1200 UTC;0;27,3
16/01/2019;1300 UTC;0;28,2
16/01/2019;1400 UTC;0;26,8
16/01/2019;1500 UTC;0;30,6
16/01/2019;1600 UTC;0;28,2
16/01/2019;1700 UTC;0;28,6
16/01/2019;1800 UTC;0;28,3
16/01/2019;1900 UTC;0;24,4
16/01/2019;2000 UTC;0;24,1
16/01/2019;2100 UTC;0;23,7
16/01/2019;2200 UTC;0;21,5
16/01/2019;2300 UTC;0;21,7
17/01/2019;0000 UTC;0;22,5
17/01/2019;0100 UTC;0;23,3
17/01/2019;0200 UTC;0;22,2
17/01/2019;0300 UTC;0;21,7
17/01/2019;0400 UTC;0;20,6
17/01/2019;0500 UTC;0;19,8
17/01/2019;0600 UTC;0;19,7
17/01/2019;0700 UTC;0;19,2
17/01/2019;0800 UTC;0;20,3
17/01/2019;0900 UTC;0;21,3
17/01/2019;1000 UTC;0;19,9
17/01/2019;1100 UTC;0;20,8
17/01/2019;1200 UTC;0;21,5
17/01/2019;1300 UTC;0;26,1
17/01/2019;1400 UTC;0;27,7
17/01/2019;1500 UTC;0;28,4
17/01/2019;1600 UTC;0;27,9
17/01/2019;1700 UTC;0;26,8
17/01/2019;1800 UTC;0;27,2
17/01/2019;1900 UTC;0;27
17/01/2019;2000 UTC;2,2;20,9
17/01/2019;2100 UTC;0,6;19,9
17/01/2019;2200 UTC;0;20,3
17/01/2019;2300 UTC;0;19,9
18/01/2019;0000 UTC;0;21,1
18/01/2019;0100 UTC;0;20,7
18/01/2019;0200 UTC;0;20,9
18/01/2019;0300 UTC;0;19,2
18/01/2019;0400 UTC;0;20,4
18/01/2019;0500 UTC;0;20
18/01/2019;0600 UTC;0;19,3
18/01/2019;0700 UTC;0;19,1
18/01/2019;0800 UTC;0;18,8
18/01/2019;0900 UTC;0;19,8
18/01/2019;1000 UTC;0;22,5
18/01/2019;1100 UTC;0;24
18/01/2019;1200 UTC;0;25
18/01/2019;1300 UTC;0;27,9
18/01/2019;1400 UTC;0;28
18/01/2019;1500 UTC;0;28,3
18/01/2019;1600 UTC;0;30,2
18/01/2019;1700 UTC;0;30,3
18/01/2019;1800 UTC;0;27,7
18/01/2019;1900 UTC;0;26,8
18/01/2019;2000 UTC;0;25,8
18/01/2019;2100 UTC;0;25,6
18/01/2019;2200 UTC;0;24,3
18/01/2019;2300 UTC;0;23,5
19/01/2019;0000 UTC;0;22,5
19/01/2019;0100 UTC;0;22
19/01/2019;0200 UTC;0;21,4
19/01/2019;0300 UTC;0;20,9
19/01/2019;0400 UTC;0;20,4
19/01/2019;0500 UTC;0;19,9
19/01/2019;0600 UTC;0;19,6
19/01/2019;0700 UTC;0;18,9
19/01/2019;0800 UTC;0;19
19/01/2019;0900 UTC;0;19,9
19/01/2019;1000 UTC;0;22
19/01/2019;1100 UTC;0;23,9
19/01/2019;1200 UTC;0;25,3
19/01/2019;1300 UTC;0;27,1
19/01/2019;1400 UTC;0;26,7
19/01/2019;1500 UTC;0;28,8
19/01/2019;1600 UTC;0;26,9
19/01/2019;1700 UTC;0;28,8
19/01/2019;1800 UTC;0;30,3
19/01/2019;1900 UTC;0;29,6
19/01/2019;2000 UTC;0;27,9
19/01/2019;2100 UTC;0;26,2
19/01/2019;2200 UTC;0;24,8
19/01/2019;2300 UTC;0;23,8
20/01/2019;0000 UTC;0;22,9
20/01/2019;0100 UTC;0;22,1
20/01/2019;0200 UTC;0;22
20/01/2019;0300 UTC;0;21,1
20/01/2019;0400 UTC;0;20,6
20/01/2019;0500 UTC;0;20,1
20/01/2019;0600 UTC;0;19,9
20/01/2019;0700 UTC;0;19,7
20/01/2019;0800 UTC;0;20
20/01/2019;0900 UTC;0;19,7
20/01/2019;1000 UTC;0;20,1
20/01/2019;1100 UTC;0;21,9
20/01/2019;1200 UTC;0;26,4
20/01/2019;1300 UTC;0;25,2
20/01/2019;1400 UTC;0;27,1
20/01/2019;1500 UTC;0;28,3
20/01/2019;1600 UTC;0;28,6
20/01/2019;1700 UTC;0;28,1
20/01/2019;1800 UTC;0;28,6
20/01/2019;1900 UTC;0;28,4
20/01/2019;2000 UTC;0;26,6
20/01/2019;2100 UTC;0;22,4
20/01/2019;2200 UTC;0;21,1
20/01/2019;2300 UTC;0;21,3
21/01/2019;0000 UTC;0;20,8
21/01/2019;0100 UTC;0;21,4
21/01/2019;0200 UTC;0;21,8
21/01/2019;0300 UTC;0;21,7
21/01/2019;0400 UTC;0;21,5
21/01/2019;0500 UTC;0;21,1
21/01/2019;0600 UTC;0;21
21/01/2019;0700 UTC;0;20,6
21/01/2019;0800 UTC;0;20,1
21/01/2019;0900 UTC;0;20
21/01/2019;1000 UTC;0;21,4
21/01/2019;1100 UTC;0;23,3
21/01/2019;1200 UTC;0;25,2
21/01/2019;1300 UTC;0;27,9
21/01/2019;1400 UTC;0;26,6
21/01/2019;1500 UTC;0;27,7
21/01/2019;1600 UTC;0;26,2
21/01/2019;1700 UTC;0;25
21/01/2019;1800 UTC;0;26,8
21/01/2019;1900 UTC;0;27,1
21/01/2019;2000 UTC;0;25,6
21/01/2019;2100 UTC;0;24
21/01/2019;2200 UTC;0;23
21/01/2019;2300 UTC;0;22,6
22/01/2019;0000 UTC;0;21
22/01/2019;0100 UTC;0;20,5
22/01/2019;0200 UTC;0;20,2
22/01/2019;0300 UTC;0;19,9
22/01/2019;0400 UTC;0;19,5
22/01/2019;0500 UTC;0;19,5
22/01/2019;0600 UTC;0;20
22/01/2019;0700 UTC;0;20,4
22/01/2019;0800 UTC;0;19,5
22/01/2019;0900 UTC;0;20,4
22/01/2019;1000 UTC;0;22,6
22/01/2019;1100 UTC;0;25
22/01/2019;1200 UTC;0;25,3
22/01/2019;1300 UTC;0;26,8
22/01/2019;1400 UTC;0;29,2
22/01/2019;1500 UTC;0;29,5
22/01/2019;1600 UTC;0;31,1
22/01/2019;1700 UTC;0;30,7
22/01/2019;1800 UTC;0;30,5
22/01/2019;1900 UTC;0;26,2
22/01/2019;2000 UTC;0;25,3
22/01/2019;2100 UTC;0;24,3
22/01/2019;2200 UTC;0;23,8
22/01/2019;2300 UTC;0;23,2
23/01/2019;0000 UTC;0;22,6
23/01/2019;0100 UTC;0;21,8
23/01/2019;0200 UTC;0;21,1
23/01/2019;0300 UTC;0;20,8
23/01/2019;0400 UTC;0;20,3
23/01/2019;0500 UTC;0;19,6
23/01/2019;0600 UTC;0;19,1
23/01/2019;0700 UTC;0;19,4
23/01/2019;0800 UTC;0;19,3
23/01/2019;0900 UTC;0;19,4
23/01/2019;1000 UTC;0;21,4
23/01/2019;1100 UTC;0;22,5
23/01/2019;1200 UTC;0;22,4
23/01/2019;1300 UTC;0;25,8
23/01/2019;1400 UTC;0;28
23/01/2019;1500 UTC;0;28,2
23/01/2019;1600 UTC;0;28,3
23/01/2019;1700 UTC;0;30,1
23/01/2019;1800 UTC;0;29,9
23/01/2019;1900 UTC;0;28,5
23/01/2019;2000 UTC;0;27,6
23/01/2019;2100 UTC;0;25
23/01/2019;2200 UTC;0;23,7
23/01/2019;2300 UTC;0;22,6
24/01/2019;0000 UTC;0;21,5
24/01/2019;0100 UTC;0;20,5
24/01/2019;0200 UTC;0;20,2
24/01/2019;0300 UTC;0;19,4
24/01/2019;0400 UTC;0;19,3
24/01/2019;0500 UTC;0;19,3
24/01/2019;0600 UTC;0;19
24/01/2019;0700 UTC;0;19,3
24/01/2019;0800 UTC;0;19,1
24/01/2019;0900 UTC;0;19,4
24/01/2019;1000 UTC;0;20,4
24/01/2019;1100 UTC;0;22,2
24/01/2019;1200 UTC;0;25
24/01/2019;1300 UTC;0;26,5
24/01/2019;1400 UTC;0;27,7
24/01/2019;1500 UTC;0;29,5
24/01/2019;1600 UTC;0;30,9
24/01/2019;1700 UTC;0;30
24/01/2019;1800 UTC;0;29,8
24/01/2019;1900 UTC;0;29
24/01/2019;2000 UTC;0;27,5
24/01/2019;2100 UTC;0;25,1
24/01/2019;2200 UTC;0;23,5
24/01/2019;2300 UTC;0;22,2
25/01/2019;0000 UTC;0;21,3
25/01/2019;0100 UTC;0;20,6
25/01/2019;0200 UTC;0;20,8
25/01/2019;0300 UTC;0;20,6
25/01/2019;0400 UTC;0;20,2
25/01/2019;0500 UTC;0;19,9
25/01/2019;0600 UTC;0;19,7
25/01/2019;0700 UTC;0;19,1
25/01/2019;0800 UTC;0;18,6
25/01/2019;0900 UTC;0;19
25/01/2019;1000 UTC;0;20,5
25/01/2019;1100 UTC;0;21,9
25/01/2019;1200 UTC;0;21,7
25/01/2019;1300 UTC;0;22,5
25/01/2019;1400 UTC;0;22,7
25/01/2019;1500 UTC;0;27
25/01/2019;1600 UTC;0;27,3
25/01/2019;1700 UTC;0;29,4
25/01/2019;1800 UTC;0;26,6
25/01/2019;1900 UTC;0;27,7
25/01/2019;2000 UTC;0;24,4
25/01/2019;2100 UTC;0;23
25/01/2019;2200 UTC;0;21,6
25/01/2019;2300 UTC;0;20,9
26/01/2019;0000 UTC;0;20,4
26/01/2019;0100 UTC;0;19,4
26/01/2019;0200 UTC;0;20
26/01/2019;0300 UTC;0;19,4
26/01/2019;0400 UTC;0;18,9
26/01/2019;0500 UTC;0;18,4
26/01/2019;0600 UTC;0;18
26/01/2019;0700 UTC;0;18,3
26/01/2019;0800 UTC;0;17,7
26/01/2019;0900 UTC;0;17,8
26/01/2019;1000 UTC;0;19,1
26/01/2019;1100 UTC;0;22,3
26/01/2019;1200 UTC;0;22,4
26/01/2019;1300 UTC;0;24,6
26/01/2019;1400 UTC;0;25,4
26/01/2019;1500 UTC;0;24,7
26/01/2019;1600 UTC;0;25,7
26/01/2019;1700 UTC;0;24,4
26/01/2019;1800 UTC;0;20,3
26/01/2019;1900 UTC;0;17,8
26/01/2019;2000 UTC;0;18,4
26/01/2019;2100 UTC;0;19,2
26/01/2019;2200 UTC;0;18,3
26/01/2019;2300 UTC;0;18,2
27/01/2019;0000 UTC;0;18,1
27/01/2019;0100 UTC;0;18
27/01/2019;0200 UTC;0;18,1
27/01/2019;0300 UTC;0;18,2
27/01/2019;0400 UTC;0;18
27/01/2019;0500 UTC;0;18
27/01/2019;0600 UTC;0;17,6
27/01/2019;0700 UTC;0;17,7
27/01/2019;0800 UTC;0;17,6
27/01/2019;0900 UTC;0;17,8
27/01/2019;1000 UTC;0;18,3
27/01/2019;1100 UTC;0;18,8
27/01/2019;1200 UTC;0;22,5
27/01/2019;1300 UTC;0;25,9
27/01/2019;1400 UTC;0;24,9
27/01/2019;1500 UTC;0;24,6
27/01/2019;1600 UTC;0;28,7
27/01/2019;1700 UTC;0;27,8
27/01/2019;1800 UTC;0;28,4
27/01/2019;1900 UTC;0;27,4
27/01/2019;2000 UTC;0;24,8
27/01/2019;2100 UTC;0;23,7
27/01/2019;2200 UTC;0;22,3
27/01/2019;2300 UTC;0;21,4
28/01/2019;0000 UTC;0;21
28/01/2019;0100 UTC;0;20,9
28/01/2019;0200 UTC;0;20,8
28/01/2019;0300 UTC;0;20,1
28/01/2019;0400 UTC;0;20,1
28/01/2019;0500 UTC;0;19,5
28/01/2019;0600 UTC;0;18,9
28/01/2019;0700 UTC;0;18,7
28/01/2019;0800 UTC;0;18,6
28/01/2019;0900 UTC;0;18,9
28/01/2019;1000 UTC;0;20,4
28/01/2019;1100 UTC;0;20,7
28/01/2019;1200 UTC;0;22,9
28/01/2019;1300 UTC;0;26
28/01/2019;1400 UTC;0;27,5
28/01/2019;1500 UTC;0;28,4
28/01/2019;1600 UTC;0;28,7
28/01/2019;1700 UTC;0;27,1
28/01/2019;1800 UTC;0;29,8
28/01/2019;1900 UTC;0;27,6
28/01/2019;2000 UTC;0;27
28/01/2019;2100 UTC;0;24,7
28/01/2019;2200 UTC;0;23,4
28/01/2019;2300 UTC;0;23
29/01/2019;0000 UTC;0;22,1
29/01/2019;0100 UTC;0;21,6
29/01/2019;0200 UTC;0;21,2
29/01/2019;0300 UTC;0;20,8
29/01/2019;0400 UTC;0;20,6
29/01/2019;0500 UTC;0;20,8
29/01/2019;0600 UTC;0;20,1
29/01/2019;0700 UTC;0;19,4
29/01/2019;0800 UTC;0;19,1
29/01/2019;0900 UTC;0;19,2
29/01/2019;1000 UTC;0;21,5
29/01/2019;1100 UTC;0;24,2
29/01/2019;1200 UTC;0;26
29/01/2019;1300 UTC;0;28,2
29/01/2019;1400 UTC;0;28,8
29/01/2019;1500 UTC;0;30,5
29/01/2019;1600 UTC;0;30,3
29/01/2019;1700 UTC;0;29,7
29/01/2019;1800 UTC;0;30,6
29/01/2019;1900 UTC;0,4;21
29/01/2019;2000 UTC;0;26,7
29/01/2019;2100 UTC;0;25,5
29/01/2019;2200 UTC;0;24,3
29/01/2019;2300 UTC;0;23,5
30/01/2019;0000 UTC;0;22,5
30/01/2019;0100 UTC;0;21,9
30/01/2019;0200 UTC;0;21,7
30/01/2019;0300 UTC;0;21,8
30/01/2019;0400 UTC;0;21
30/01/2019;0500 UTC;0;20,7
30/01/2019;0600 UTC;0;19,9
30/01/2019;0700 UTC;0;19,4
